id, class, score, x, y, w, h
1, car,  86%, 577, 241, 71, 64
2, car,  84%, 593, 195, 47, 42
3, car,  75%, 118, 400, 271, 138
4, car,  74%, 530, 201, 41, 50
5, car,  74%, 385, 261, 74, 106
6, car,  71%, 610, 146, 40, 23
7, car,  69%, 475, 192, 39, 38
8, car,  55%, 493, 168, 34, 43
9, car,  53%, 300, 350, 45, 41
10, car,  29%, 402, 247, 53, 24
