epoch,apple,banana,bell_pepper,bitter_gourd,carrot,cucumber,grape,kiwi,lemon,orange,strawberry,zucchini,
40,0.7548108696937561,0.6774681806564331,0.17179377377033234,0.0,0.7547231316566467,0.2343861609697342,0.5587141513824463,0.0034323432482779026,0.5420582294464111,0.7129420042037964,0.6248615980148315,0.0,
