id, class, score, x, y, w, h
1, strawberry,  99%, 125, 288, 92, 106
2, strawberry,  99%, 186, 210, 86, 84
3, strawberry,  99%, 277, 183, 89, 91
4, strawberry,  98%, 242, 277, 93, 75
5, strawberry,  98%, 245, 338, 101, 98
