id, class, score, x, y, w, h
1, strawberry,  99%, 230, 154, 111, 107
2, strawberry,  99%, 179, 255, 99, 106
3, strawberry,  99%, 278, 325, 101, 100
4, strawberry,  98%, 144, 92, 101, 126
5, strawberry,  98%, 314, 89, 100, 117
6, strawberry,  97%, 361, 236, 98, 110
