id, class, score, x, y, w, h
1, strawberry,  99%, 258, 125, 104, 110
2, strawberry,  99%, 47, 180, 115, 118
3, strawberry,  98%, 262, 224, 128, 104
4, strawberry,  97%, 163, 208, 111, 152
