id, class, score, x, y, w, h
1, strawberry,  99%, 260, 93, 97, 122
2, strawberry,  99%, 164, 226, 131, 134
3, strawberry,  99%, 137, 120, 103, 117
4, strawberry,  99%, 292, 192, 117, 126
